published_at,ticker,title,desc,url,source,sentiment,sentiment_score
2023-08-31 17:06:45+00:00,META,"With XOMO, YieldMax Writes Call Options on Exxon Mobil",The YieldMax XOM Option Income Strategy ETF seeks to generate monthly income by selling/writing call options on Exxon Mobil Corp.,https://www.etftrends.com/xomo-yieldmax-writes-call-options-exxon-mobil/,etftrends.com,,
2023-08-01 22:13:59+00:00,META,Meta Platforms: We're Only At Halftime (NASDAQ:META),"Consistent with our expectations, Meta’s 2Q23 results confirmed it is on track for revenue acceleration and improving margins. Learn more about META stock here.",https://seekingalpha.com/article/4622401-meta-platforms-only-at-halftime,seekingalpha.com,,
2023-08-01 20:15:41+00:00,META,"Pinterest shares fall despite rising revenue, earnings as ads and user engagement increase",Shares of Pinterest bounced around in extended trading Tuesday after the company reported quarterly results that topped analyst revenue and earnings estimates.,https://www.marketwatch.com/story/pinterest-shares-fall-despite-rising-revenue-earnings-as-ads-and-user-engagement-increase-f88f324f?g=%7BF62BB771-EAD6-4792-BB67-1C7A19EAAFED%7D&siteid=bulletrss,marketwatch.com,,
2023-08-01 20:13:00+00:00,META,"Pinterest shares fall despite rising revenue, earnings as ads and user engagement increase",Shares of Pinterest bounced around in extended trading Tuesday after the company reported quarterly results that topped analyst revenue and earnings estimates.,https://www.marketwatch.com/story/pinterest-shares-fall-despite-rising-revenue-earnings-as-ads-and-user-engagement-increase-f88f324f,marketwatch.com,,
2023-07-01 14:00:46+00:00,META,BUZZ Investing: AI Stocks are Saving the Market,"With the utility of AI no longer up for debate, semiconductor chip companies emerge as the early beneficiaries of the ongoing ‘AI revolution.’",https://www.etftrends.com/tactical-allocation-channel/buzz-investing-ai-stocks-are-saving-the-market/,etftrends.com,,
2023-07-01 11:15:00+00:00,META,Does Meta Have a Chance Against Apple in VR?,"Apple (NASDAQ: AAPL) doesn't release its Vision Pro headset until next year, but it's already staking out a different position in the market than Meta Platforms (NASDAQ: META). Meta will focus on gaming and social applications, while Apple can go high-end with real productivity use cases.",https://finance.yahoo.com/m/c4680542-7367-328e-8122-67b08857c4f1/does-meta-have-a-chance.html?.tsrc=rss,finance.yahoo.com,,
2023-07-01 01:27:57+00:00,META,Apple makes Wall St history as first company with market value over $3 trn,"The iPhone maker briefly rose above the $3 trillion level in early 2022, although it failed to close above it, and that peak marked the start of a downtrend that has now been fully erased",https://www.business-standard.com/world-news/apple-makes-wall-st-history-as-first-company-with-market-value-over-3-trn-123070100092_1.html,business-standard.com,,
2023-06-02 23:47:35+00:00,META,"Majority of EU countries against network fee levy on Big Tech, sources say By Reuters","Majority of EU countries against network fee levy on Big Tech, sources say",https://www.investing.com/news/economy/majority-of-eu-countries-against-network-fee-levy-on-big-tech-sources-say-3097451,investing.com,,
2023-06-02 22:30:00+00:00,META,"World Metaverse in Education Market Analysis Report 2023:A $19.3 Billion Market by 2028 Featuring Meta Platforms, Microsoft, Adobe,. HP, Unity Software, Samsung, Lenovo, Roblox, Epic Games, Baidu","/PRNewswire/ -- The ""Metaverse in Education Market by Component (Hardware (AR devices, VR devices, MR devices, and interactive displays and projectors),...",https://www.prnewswire.com/news-releases/world-metaverse-in-education-market-analysis-report-2023a-19-3-billion-market-by-2028-featuring-meta-platforms-microsoft-adobe-hp-unity-software-samsung-lenovo-roblox-epic-games-baidu-301841192.html,prnewswire.com,,
2023-06-02 21:02:49+00:00,META,How the Value Trade Has Been Smoked by the AI Frenzy,"As fast as it went up for value managers, it’s coming down. The culprit is the all-consuming craze for artificial intelligence.",https://financialpost.com/pmn/business-pmn/how-the-value-trade-has-been-smoked-by-the-ai-frenzy,financialpost.com,,
2023-05-03 23:00:51+00:00,META,"Canada online news bill is 'unreasonable,' Google executive says By Reuters","Canada online news bill is 'unreasonable,' Google executive says",https://www.investing.com/news/stock-market-news/canada-online-news-bill-is-unreasonable-google-executive-says-3072195,investing.com,,
2023-05-03 22:58:09+00:00,META,"Google, Meta executives push back against Canada online news bill","TORONTO (Reuters) -Google and Meta would withdraw access to news articles in Canada if legislation compelling internet companies to pay news publishers is passed, company executives told Canadian lawmakers on Wednesday.  Canada's proposed legislation would force platforms like Google parent Alphabet Inc and Facebook parent Meta Platforms Inc to negotiate commercial deals and pay Canadian news publishers for their content, part of a broader global trend to make tech firms pay for news.  Google may be forced to remove links to news articles found in Canadian search results if the bill passes, its vice president of news Richard Gingras said in testimony to a Senate committee, citing an",https://ca.finance.yahoo.com/news/canada-online-news-bill-unreasonable-225809402.html?.tsrc=rss,finance.yahoo.com,,
2023-05-03 22:55:03+00:00,META,"Canada online news bill is 'unreasonable,' Google executive says",TORONTO — Google may be forced to remove links to news articles found in Canadian search results if the government passes legislation to compel internet…,https://financialpost.com/pmn/business-pmn/canada-online-news-bill-is-unreasonable-google-executive-says,financialpost.com,,
2023-04-03 23:23:04+00:00,META,Interpublic Group Of Companies: A Value-Investor Candidate For Total Return (IPG),IPG's current yield of 3.5% is attractive for investors looking for a company that has a history of paying a growing dividend. Learn why I'm long IPG stock.,https://seekingalpha.com/article/4592047-interpublic-group-value-investor-candidate-for-total-return,seekingalpha.com,,
2023-04-03 23:04:00+00:00,META,Apple slices small number of retail jobs: report,"Apple Inc. is shaving an unspecified number of jobs within its corporate retail teams, according to a Bloomberg report on Monday. In what amounts to the...",https://www.marketwatch.com/story/apple-slices-small-number-of-retail-jobs-report-3fe46a12,marketwatch.com,,
2023-04-03 21:15:40+00:00,META,Apple CEO Tim Cook explains why consumers would want a mixed-reality headset,"'The idea that you could overlay the physical world with things from the digital world could greatly enhance people’s communication, people's connection,'...",https://www.marketwatch.com/story/apple-ceo-tim-cook-explains-why-consumers-would-want-a-mixed-reality-headset-91037098?g=%7B39B53A32-99B5-4937-8B11-F2FDB9F0B21F%7D&siteid=bulletrss,marketwatch.com,,
2023-03-04 16:34:29+00:00,META,ChatGPT maker OpenAI rival Stable Diffusion maker seeks to raise funds at $4 billion valuation,"The parent company of Stable Diffusion, an AI tool for making digital images, is seeking to raise money at a valuation of about $4 billion, according to people familiar with the matter, who asked to not be identified because it isnt public.",https://economictimes.indiatimes.com/tech/technology/openai-rival-stable-diffusion-maker-seeks-to-raise-funds-at-4-billion-valuation/articleshow/98417158.cms,economictimes.indiatimes.com,,
2023-03-04 15:25:04+00:00,META,Stability AI looks to raise funds at $4B valuation as artificial intelligence captivates investors,"The company's Stable Diffusion offering, which can create images from text prompts, competes with OpenAI’s Dall-E 2.",https://fortune.com/2023/03/04/stability-ai-raise-funds-4-billion-valuation-artificial-intelligence-captivates-investors/,fortune.com,,
2023-03-04 15:00:00+00:00,META,Nvidia: Buy The AI Strategy - Not The Rally (NASDAQ:NVDA),NVDA has chosen to sell its GPUs to hyperscalers and launch its cloud-native AI-training infrastructure at the same time. Click here to read our analysis.,https://seekingalpha.com/article/4583445-nvidia-buy-the-ai-strategy-not-the-rally,seekingalpha.com,,
2023-02-02 23:58:42+00:00,META,Asia Stock Outlook Dented as Tech Results in Focus,Asian stocks are poised for a cautious open as disappointing earnings from some big-tech names after-hours weigh on sentiment following a surge in US equities during official trading.,https://www.theedgemarkets.com/node/653938,theedgemarkets.com,,
2023-02-02 23:25:33+00:00,META,Meta Platforms: What A Difference Q4 Made; Now 20x P/E (META),"Meta stock is up 24% after ad revenues grew 2% in Q4 2022, much better than expected. We believe it now has a 20x P/E. Click here to read why it's a buy.",https://seekingalpha.com/article/4574852-meta-platforms-what-a-difference-q4-made-now-20x-pe,seekingalpha.com,,
2023-02-02 23:16:19+00:00,META,Stock surge is pared after hours on tech earnings,US stocks rallied for a third day as traders anticipate the Federal Reserve’s tightening cycle may be nearing its peak.,https://www.theedgemarkets.com/node/653934,theedgemarkets.com,,
